id,char,pinyin,pinyin_num,shengmu,yunmu,shengdiao,yinjie,source_index,other_pinyin,record_hint,coverage_tag,note
0630,闷（闷热）,mēn,men1,m,en,1,men,848,mèn,读 mēn，不读 mèn,核心覆盖,
0631,门,mén,men2,m,en,2,men,55,,读 mén,核心覆盖,
0632,闷（烦闷）,mèn,men4,m,en,4,men,848,mēn,读 mèn，不读 mēn,缺口替代,常用度较低，作组合覆盖用
0633,蒙（蒙骗）,mēng,meng1,m,eng,1,meng,2859,méng，měng,读 mēng，不读 méng、měng,缺口替代,
0634,盟（联盟）,méng,meng2,m,eng,2,meng,2203,,读 méng,缺口替代,常用度较低，作组合覆盖用
0635,猛,měng,meng3,m,eng,3,meng,2370,,读 měng,核心覆盖,
0636,梦,mèng,meng4,m,eng,4,meng,2221,,读 mèng,核心覆盖,
0637,咪,mī,mi1,m,i,1,mi,1514,mǐ,读 mī，不读 mǐ,核心覆盖,
0638,迷,mí,mi2,m,i,2,mi,1647,,读 mí,核心覆盖,
0639,米,mǐ,mi3,m,i,3,mi,533,,读 mǐ,核心覆盖,
0640,密,mì,mi4,m,i,4,mi,2458,,读 mì,核心覆盖,
0641,眠,mián,mian2,m,ian,2,mian,1888,,读 mián,核心覆盖,
0642,免,miǎn,mian3,m,ian,3,mian,810,,读 miǎn,核心覆盖,
0643,面,miàn,mian4,m,ian,4,mian,1455,,读 miàn,核心覆盖,
0644,描,miáo,miao2,m,iao,2,miao,2163,,读 miáo,核心覆盖,
0645,秒,miǎo,miao3,m,iao,3,miao,1547,,读 miǎo,核心覆盖,
0646,妙,miào,miao4,m,iao,4,miao,919,,读 miào,核心覆盖,
0647,灭,miè,mie4,m,ie,4,mie,223,,读 miè,核心覆盖,
0648,民,mín,min2,m,in,2,min,327,,读 mín,核心覆盖,
0649,敏,mǐn,min3,m,in,3,min,2323,,读 mǐn,核心覆盖,
0650,明,míng,ming2,m,ing,2,ming,1087,,读 míng,核心覆盖,
0651,命,mìng,ming4,m,ing,4,ming,1168,,读 mìng,核心覆盖,
0652,谬（荒谬）,miù,miu4,m,iou,4,miu,3034,,读 miù,缺口替代,易误读：读 miù，不读 niù；常用度较低，作组合覆盖用
0653,摸,mō,mo1,m,o,1,mo,2833,,读 mō,核心覆盖,
0654,摩（摩托）,mó,mo2,m,o,2,mo,3078,,读 mó,核心覆盖,
0655,抹,mǒ,mo3,m,o,3,mo,953,mā，mò,读 mǒ，不读 mā、mò,核心覆盖,
0656,没,mò,mo4,m,o,4,mo,867,méi,读 mò，不读 méi,核心覆盖,
0657,谋,móu,mou2,m,ou,2,mou,2459,,读 móu,核心覆盖,
0658,某,mǒu,mou3,m,ou,3,mou,1399,,读 mǒu,核心覆盖,
0659,模（模具）,mú,mu2,m,u,2,mu,3078,mó,读 mú，不读 mó,核心覆盖,
0660,母,mǔ,mu3,m,u,3,mu,345,,读 mǔ,核心覆盖,
0661,木,mù,mu4,m,u,4,mu,87,,读 mù,核心覆盖,
0662,拿,ná,na2,n,a,2,na,1983,,读 ná,核心覆盖,
0663,哪（哪里）,nǎ,na3,n,a,3,na,1515,né,读 nǎ，不读 né，na 为轻声不录,核心覆盖,
0664,纳,nà,na4,n,a,4,na,934,,读 nà,核心覆盖,
0665,奶,nǎi,nai3,n,ai,3,nai,332,,读 nǎi,核心覆盖,
0666,耐,nài,nai4,n,ai,4,nai,1456,,读 nài,核心覆盖,
0667,男,nán,nan2,n,an,2,nan,733,,读 nán,核心覆盖,
0668,难,nàn,nan4,n,an,4,nan,2147,nán,读 nàn，不读 nán,缺口替代,常用度较低，作组合覆盖用
0669,囊,náng,nang2,n,ang,2,nang,3496,nāng,读 náng，不读 nāng,核心覆盖,
0670,挠,náo,nao2,n,ao,2,nao,1375,,读 náo,缺口替代,常用度较低，作组合覆盖用
0671,脑,nǎo,nao3,n,ao,3,nao,2001,,读 nǎo,核心覆盖,
0672,闹,nào,nao4,n,ao,4,nao,1228,,读 nào,核心覆盖,
0673,哪（哪吒）,né,ne2,n,e,2,ne,1515,nǎ,读 né，不读 nǎ，na 为轻声不录,核心覆盖,
0674,馁（气馁）,něi,nei3,n,ei,3,nei,2013,,读 něi,缺口替代,常用度较低，作组合覆盖用
0675,内,nèi,nei4,n,ei,4,nei,116,,读 nèi,核心覆盖,
0676,嫩,nèn,nen4,n,en,4,nen,3183,,读 nèn,核心覆盖,
0677,能,néng,neng2,n,eng,2,neng,2146,,读 néng,核心覆盖,
0678,妮,nī,ni1,n,i,1,ni,1328,,读 nī,缺口替代,常用度较低，作组合覆盖用
0679,泥,ní,ni2,n,i,2,ni,1102,,读 ní,核心覆盖,
0680,你,nǐ,ni3,n,i,3,ni,782,,读 nǐ,核心覆盖,
0681,逆,nì,ni4,n,i,4,ni,1652,,读 nì,核心覆盖,
0682,年,nián,nian2,n,ian,2,nian,444,,读 nián,核心覆盖,
0683,碾,niǎn,nian3,n,ian,3,nian,3228,,读 niǎn,缺口替代,常用度较低，作组合覆盖用
0684,念,niàn,nian4,n,ian,4,nian,1177,,读 niàn,核心覆盖,
0685,娘,niáng,niang2,n,iang,2,niang,2144,,读 niáng,核心覆盖,
0686,酿,niàng,niang4,n,iang,4,niang,3088,,读 niàng,核心覆盖,易误读：读 niàng，不读 rǎng
0687,鸟,niǎo,niao3,n,iao,3,niao,296,,读 niǎo,核心覆盖,
0688,尿,niào,niao4,n,iao,4,niao,904,,读 niào,核心覆盖,
0689,捏,niē,nie1,n,ie,1,nie,1793,,读 niē,核心覆盖,
0690,聂（姓，聂荣臻）,niè,nie4,n,ie,4,nie,1819,,读 niè,缺口替代,常用度较低，作组合覆盖用
0691,您,nín,nin2,n,in,2,nin,2331,,读 nín,核心覆盖,
0692,凝,níng,ning2,n,ing,2,ning,3370,,读 níng,核心覆盖,
0693,拧,nǐng,ning3,n,ing,3,ning,985,níng，nìng,读 nǐng，不读 níng、nìng,核心覆盖,
0694,泞（泥泞）,nìng,ning4,n,ing,4,ning,1254,,读 nìng,缺口替代,常用度较低，作组合覆盖用
0695,牛,niú,niu2,n,iou,2,niu,120,,读 niú,核心覆盖,
0696,扭,niǔ,niu3,n,iou,3,niu,653,,读 niǔ,核心覆盖,
0697,拗（执拗）,niù,niu4,n,iou,4,niu,995,ào,读 niù，不读 ào,核心覆盖,
0698,农,nóng,nong2,n,ong,2,nong,558,,读 nóng,核心覆盖,
0699,弄,nòng,nong4,n,ong,4,nong,600,,读 nòng,核心覆盖,
0700,奴,nú,nu2,n,u,2,nu,333,,读 nú,核心覆盖,
0701,努,nǔ,nu3,n,u,3,nu,924,,读 nǔ,核心覆盖,
0702,怒,nù,nu4,n,u,4,nu,1742,,读 nù,核心覆盖,
0703,暖,nuǎn,nuan3,n,uan,3,nuan,2906,,读 nuǎn,核心覆盖,
0704,挪（挪动）,nuó,nuo2,n,uo,2,nuo,1397,,读 nuó,核心覆盖,
0705,诺,nuò,nuo4,n,uo,4,nuo,2111,,读 nuò,缺口替代,常用度较低，作组合覆盖用
0706,女,nǚ,nü3,n,ü,3,nü,67,,读 nǚ,核心覆盖,
0707,虐,nüè,nüe4,n,üe,4,nüe,1470,,读 nüè,缺口替代,常用度较低，作组合覆盖用
0708,趴,pā,pa1,p,a,1,pa,1493,,读 pā,缺口替代,常用度较低，作组合覆盖用
0709,爬,pá,pa2,p,a,2,pa,1161,,读 pá,核心覆盖,
0710,怕,pà,pa4,p,a,4,pa,1269,,读 pà,核心覆盖,
0711,拍,pāi,pai1,p,ai,1,pai,970,,读 pāi,核心覆盖,
0712,排,pái,pai2,p,ai,2,pai,2168,pǎi,读 pái，不读 pǎi,核心覆盖,
0713,迫（迫击炮）,pǎi,pai3,p,ai,3,pai,1156,pò,读 pǎi，不读 pò,核心覆盖,
0714,派,pài,pai4,p,ai,4,pai,1673,,读 pài,核心覆盖,
0715,攀,pān,pan1,p,an,1,pan,3456,,读 pān,核心覆盖,
0716,盘,pán,pan2,p,an,2,pan,2343,,读 pán,核心覆盖,
0717,判,pàn,pan4,p,an,4,pan,849,,读 pàn,核心覆盖,
0718,乓（乒乓）,pāng,pang1,p,ang,1,pang,457,,读 pāng,缺口替代,常用度较低，作组合覆盖用
0719,旁,páng,pang2,p,ang,2,pang,2045,,读 páng,核心覆盖,
0720,胖,pàng,pang4,p,ang,4,pang,1596,pán,读 pàng，不读 pán,核心覆盖,
0721,抛,pāo,pao1,p,ao,1,pao,642,,读 pāo,核心覆盖,
0722,袍,páo,pao2,p,ao,2,pao,2117,,读 páo,缺口替代,常用度较低，作组合覆盖用
0723,跑,pǎo,pao3,p,ao,3,pao,2631,,读 pǎo,核心覆盖,
0724,泡（浸泡）,pào,pao4,p,ao,4,pao,1251,pāo,读 pào，不读 pāo,核心覆盖,
0725,胚,pēi,pei1,p,ei,1,pei,1591,,读 pēi,缺口替代,常用度较低，作组合覆盖用
0726,赔,péi,pei2,p,ei,2,pei,2654,,读 péi,核心覆盖,
0727,配,pèi,pei4,p,ei,4,pei,1858,,读 pèi,核心覆盖,
0728,喷,pēn,pen1,p,en,1,pen,2618,pèn,读 pēn，不读 pèn,核心覆盖,
0729,盆,pén,pen2,p,en,2,pen,1590,,读 pén,核心覆盖,
0730,烹,pēng,peng1,p,eng,1,peng,1864,,读 pēng,核心覆盖,常用度较低，作组合覆盖用
0731,朋,péng,peng2,p,eng,2,peng,1185,,读 péng,核心覆盖,
0732,捧,pěng,peng3,p,eng,3,peng,2160,,读 pěng,缺口替代,常用度较低，作组合覆盖用
0733,碰,pèng,peng4,p,eng,4,peng,2880,,读 pèng,核心覆盖,
0734,批,pī,pi1,p,i,1,pi,622,,读 pī,核心覆盖,
0735,皮,pí,pi2,p,i,2,pi,336,,读 pí,核心覆盖,
0736,匹,pǐ,pi3,p,i,3,pi,99,,读 pǐ,核心覆盖,
0737,屁,pì,pi4,p,i,4,pi,903,,读 pì,核心覆盖,
0738,片,piān,pian1,p,ian,1,pian,130,piàn,读 piān，不读 piàn,核心覆盖,
0739,便（便宜）,pián,pian2,p,ian,2,pian,1556,biàn,读 pián，不读 biàn,核心覆盖,
0740,骗,piàn,pian4,p,ian,4,pian,2821,,读 piàn,核心覆盖,
0741,飘,piāo,piao1,p,iao,1,piao,3221,,读 piāo,核心覆盖,
0742,瓢（水瓢）,piáo,piao2,p,iao,2,piao,3335,,读 piáo,核心覆盖,
0743,漂（漂白）,piǎo,piao3,p,iao,3,piao,3163,piāo，piào,读 piǎo，不读 piāo、piào,核心覆盖,
0744,票,piào,piao4,p,iao,4,piao,2235,,读 piào,核心覆盖,
0745,拼,pīn,pin1,p,in,1,pin,1393,,读 pīn,核心覆盖,
0746,贫,pín,pin2,p,in,2,pin,1178,,读 pín,核心覆盖,
0747,品,pǐn,pin3,p,in,3,pin,1503,,读 pǐn,核心覆盖,
0748,聘,pìn,pin4,p,in,4,pin,2845,,读 pìn,核心覆盖,
0749,乒（乒乓）,pīng,ping1,p,ing,1,ping,456,,读 pīng,核心覆盖,
0750,平,píng,ping2,p,ing,2,ping,222,,读 píng,核心覆盖,
0751,坡,pō,po1,p,o,1,po,989,,读 pō,核心覆盖,
0752,婆,pó,po2,p,o,2,po,2435,,读 pó,核心覆盖,
0753,破,pò,po4,p,o,4,po,1867,,读 pò,核心覆盖,
0754,剖（解剖）,pōu,pou1,p,ou,1,pou,2042,,读 pōu,缺口替代,易误读：读 pōu，不读 pāo；常用度较低，作组合覆盖用
0755,扑,pū,pu1,p,u,1,pu,199,,读 pū,核心覆盖,
0756,葡,pú,pu2,p,u,2,pu,2552,,读 pú,核心覆盖,
0757,普,pǔ,pu3,p,u,3,pu,2741,,读 pǔ,核心覆盖,
0758,铺（当铺）,pù,pu4,p,u,4,pu,2693,,读 pù,核心覆盖,
0759,妻,qī,qi1,q,i,1,qi,1056,,读 qī,核心覆盖,
0760,其,qí,qi2,q,i,2,qi,996,,读 qí,核心覆盖,
0761,起,qǐ,qi3,q,i,3,qi,1789,,读 qǐ,核心覆盖,
0762,气,qì,qi4,q,i,4,qi,122,,读 qì,核心覆盖,
0763,掐,qiā,qia1,q,ia,1,qia,2181,,读 qiā,缺口替代,易误读：读 qiā，不读 xiàn；常用度较低，作组合覆盖用
0764,卡（卡脖子）,qiǎ,qia3,q,ia,3,qia,226,kǎ,读 qiǎ，不读 kǎ,核心覆盖,
0765,恰,qià,qia4,q,ia,4,qia,1690,,读 qià,核心覆盖,
0766,千,qiān,qian1,q,ian,1,qian,41,,读 qiān,核心覆盖,
0767,前,qián,qian2,q,ian,2,qian,1650,,读 qián,核心覆盖,
0768,浅,qiǎn,qian3,q,ian,3,qian,1240,,读 qiǎn,核心覆盖,
0769,歉,qiàn,qian4,q,ian,4,qian,3155,,读 qiàn,核心覆盖,
0770,枪,qiāng,qiang1,q,iang,1,qiang,1027,,读 qiāng,核心覆盖,
0771,墙,qiáng,qiang2,q,iang,2,qiang,3054,,读 qiáng,核心覆盖,
0772,抢,qiǎng,qiang3,q,iang,3,qiang,637,qiāng,读 qiǎng，不读 qiāng,核心覆盖,
0773,敲,qiāo,qiao1,q,iao,1,qiao,3140,,读 qiāo,核心覆盖,
0774,桥,qiáo,qiao2,q,iao,2,qiao,1841,,读 qiáo,核心覆盖,
0775,巧,qiǎo,qiao3,q,iao,3,qiao,197,,读 qiǎo,核心覆盖,
0776,窍（窍门）,qiào,qiao4,q,iao,4,qiao,2103,,读 qiào,核心覆盖,
0777,切,qiē,qie1,q,ie,1,qie,107,qiè,读 qiē，不读 qiè,核心覆盖,
0778,茄,qié,qie2,q,ie,2,qie,1013,jiā,读 qié，不读 jiā,核心覆盖,
0779,且,qiě,qie3,q,ie,3,qie,237,,读 qiě,核心覆盖,
0780,窃,qiè,qie4,q,ie,4,qie,1702,,读 qiè,核心覆盖,
0781,亲,qīn,qin1,q,in,1,qin,1631,qìng,读 qīn，不读 qìng,核心覆盖,
0782,勤,qín,qin2,q,in,2,qin,2848,,读 qín,核心覆盖,
0783,寝,qǐn,qin3,q,in,3,qin,3029,,读 qǐn,缺口替代,常用度较低，作组合覆盖用
0784,沁（沁园春）,qìn,qin4,q,in,4,qin,872,,读 qìn,缺口替代,常用度较低，作组合覆盖用
0785,轻,qīng,qing1,q,ing,1,qing,1463,,读 qīng,核心覆盖,
0786,晴,qíng,qing2,q,ing,2,qing,2611,,读 qíng,核心覆盖,
0787,请,qǐng,qing3,q,ing,3,qing,2108,,读 qǐng,核心覆盖,
0788,庆,qìng,qing4,q,ing,4,qing,515,,读 qìng,核心覆盖,
0789,穷,qióng,qiong2,q,iong,2,qiong,882,,读 qióng,核心覆盖,
0790,秋,qiū,qiu1,q,iou,1,qiu,1550,,读 qiū,核心覆盖,
0791,求,qiú,qiu2,q,iou,2,qiu,690,,读 qiú,核心覆盖,
0792,趋,qū,qu1,q,ü,1,qu,2516,,读 qū,核心覆盖,
0793,渠,qú,qu2,q,ü,2,qu,2416,,读 qú,核心覆盖,
0794,取,qǔ,qu3,q,ü,3,qu,997,,读 qǔ,核心覆盖,
0795,去,qù,qu4,q,ü,4,qu,204,,读 qù,核心覆盖,
0796,圈（圆圈）,quān,quan1,q,üan,1,quan,2302,juān，juàn,读 quān，不读 juān、juàn,核心覆盖,
0797,全,quán,quan2,q,üan,2,quan,485,,读 quán,核心覆盖,
0798,犬,quǎn,quan3,q,üan,3,quan,92,,读 quǎn,核心覆盖,
0799,劝,quàn,quan4,q,üan,4,quan,186,,读 quàn,核心覆盖,
0800,缺,quē,que1,q,üe,1,que,1935,,读 quē,核心覆盖,
0801,瘸,qué,que2,q,üe,2,que,3369,,读 qué,缺口替代,常用度较低，作组合覆盖用
0802,却,què,que4,q,üe,4,que,658,,读 què,核心覆盖,
0803,群,qún,qun2,q,ün,2,qun,3035,,读 qún,核心覆盖,
0804,然,rán,ran2,r,an,2,ran,2723,,读 rán,核心覆盖,
0805,染,rǎn,ran3,r,an,3,ran,1675,,读 rǎn,核心覆盖,
0806,壤,rǎng,rang3,r,ang,3,rang,3474,,读 rǎng,核心覆盖,
0807,让,ràng,rang4,r,ang,4,rang,317,,读 ràng,核心覆盖,
0808,饶（求饶）,ráo,rao2,r,ao,2,rao,1611,,读 ráo,核心覆盖,
0809,扰,rǎo,rao3,r,ao,3,rao,618,,读 rǎo,核心覆盖,
0810,绕,rào,rao4,r,ao,4,rao,1755,,读 rào,核心覆盖,
0811,惹,rě,re3,r,e,3,re,2547,,读 rě,缺口替代,常用度较低，作组合覆盖用
0812,热,rè,re4,r,e,4,re,1809,,读 rè,核心覆盖,
0813,人,rén,ren2,r,en,2,ren,10,,读 rén,核心覆盖,
0814,忍,rěn,ren3,r,en,3,ren,925,,读 rěn,核心覆盖,
0815,认,rèn,ren4,r,en,4,ren,171,,读 rèn,核心覆盖,
0816,扔,rēng,reng1,r,eng,1,reng,203,,读 rēng,核心覆盖,
0817,仍,réng,reng2,r,eng,2,reng,135,,读 réng,核心覆盖,
0818,日,rì,ri4,r,i,4,ri,112,,读 rì,核心覆盖,
0819,容,róng,rong2,r,ong,2,rong,2105,,读 róng,核心覆盖,
0820,冗,rǒng,rong3,r,ong,3,rong,172,,读 rǒng,缺口替代,易误读：读 rǒng，不读 chén；常用度较低，作组合覆盖用
0821,柔,róu,rou2,r,ou,2,rou,1750,,读 róu,核心覆盖,
0822,肉,ròu,rou4,r,ou,4,rou,443,,读 ròu,核心覆盖,
0823,如,rú,ru2,r,u,2,ru,578,,读 rú,核心覆盖,
0824,乳,rǔ,ru3,r,u,3,ru,1175,,读 rǔ,核心覆盖,
0825,入,rù,ru4,r,u,4,ru,11,,读 rù,核心覆盖,
0826,软,ruǎn,ruan3,r,uan,3,ruan,1062,,读 ruǎn,核心覆盖,
0827,蕊,ruǐ,rui3,r,uei,3,rui,3210,,读 ruǐ,缺口替代,常用度较低，作组合覆盖用
0828,锐,ruì,rui4,r,uei,4,rui,2666,,读 ruì,核心覆盖,
0829,润,rùn,run4,r,uen,4,run,2081,,读 rùn,核心覆盖,
0830,若,ruò,ruo4,r,uo,4,ruo,1002,,读 ruò,核心覆盖,
0831,撒（撒欢）,sā,sa1,s,a,1,sa,3192,sǎ,读 sā，不读 sǎ,核心覆盖,
0832,洒,sǎ,sa3,s,a,3,sa,1665,,读 sǎ,核心覆盖,
0833,萨,sà,sa4,s,a,4,sa,2217,,读 sà,缺口替代,常用度较低，作组合覆盖用
0834,塞,sāi,sai1,s,ai,1,sai,3025,sài，sè,读 sāi，不读 sài、sè,核心覆盖,
0835,赛,sài,sai4,s,ai,4,sai,3172,,读 sài,核心覆盖,
0836,三,sān,san1,s,an,1,san,22,,读 sān,核心覆盖,
0837,伞,sǎn,san3,s,an,3,san,493,,读 sǎn,核心覆盖,
0838,散,sàn,san4,s,an,4,san,2546,sǎn,读 sàn，不读 sǎn,核心覆盖,
0839,桑,sāng,sang1,s,ang,1,sang,2149,,读 sāng,缺口替代,常用度较低，作组合覆盖用
0840,嗓,sǎng,sang3,s,ang,3,sang,2929,,读 sǎng,缺口替代,常用度较低，作组合覆盖用
0841,丧,sàng,sang4,s,ang,4,sang,1034,sāng,读 sàng，不读 sāng,核心覆盖,
0842,骚,sāo,sao1,s,ao,1,sao,2823,,读 sāo,核心覆盖,
0843,嫂,sǎo,sao3,s,ao,3,sao,2810,,读 sǎo,核心覆盖,
0844,臊（害臊）,sào,sao4,s,ao,4,sao,3423,sāo,读 sào，不读 sāo,核心覆盖,
0845,色（颜色）,sè,se4,s,e,4,se,509,shǎi,读 sè，不读 shǎi,核心覆盖,
0846,森,sēn,sen1,s,en,1,sen,2567,,读 sēn,核心覆盖,
0847,僧,sēng,seng1,s,eng,1,seng,3127,,读 sēng,缺口替代,常用度较低，作组合覆盖用
0848,思,sī,si1,s,i,1,si,1500,,读 sī,核心覆盖,
0849,死,sǐ,si3,s,i,3,si,400,,读 sǐ,核心覆盖,
0850,寺,sì,si4,s,i,4,si,355,,读 sì,核心覆盖,
0851,松,sōng,song1,s,ong,1,song,1026,,读 sōng,核心覆盖,
0852,耸（耸肩）,sǒng,song3,s,ong,3,song,1984,,读 sǒng,缺口替代,常用度较低，作组合覆盖用
0853,送,sòng,song4,s,ong,4,song,1645,,读 sòng,核心覆盖,
0854,搜,sōu,sou1,s,ou,1,sou,2528,,读 sōu,核心覆盖,
0855,嗽（咳嗽）,sòu,sou4,s,ou,4,sou,3103,,读 sòu,核心覆盖,
0856,苏,sū,su1,s,u,1,su,677,,读 sū,核心覆盖,
0857,俗,sú,su2,s,u,2,su,1568,,读 sú,核心覆盖,
0858,速,sù,su4,s,u,4,su,1853,,读 sù,核心覆盖,
0859,酸,suān,suan1,s,uan,1,suan,3089,,读 suān,核心覆盖,
0860,算,suàn,suan4,s,uan,4,suan,3121,,读 suàn,核心覆盖,
0861,虽,suī,sui1,s,uei,1,sui,1502,,读 suī,核心覆盖,易误读：读 suī，不读 suí
0862,随,suí,sui2,s,uei,2,sui,2476,,读 suí,核心覆盖,
0863,髓,suǐ,sui3,s,uei,3,sui,3494,,读 suǐ,缺口替代,易误读：读 suǐ，不读 suí；常用度较低，作组合覆盖用
0864,岁,suì,sui4,s,uei,4,sui,436,,读 suì,核心覆盖,
0865,孙,sūn,sun1,s,uen,1,sun,570,,读 sūn,核心覆盖,
0866,损,sǔn,sun3,s,uen,3,sun,1798,,读 sǔn,核心覆盖,
0867,缩,suō,suo1,s,uo,1,suo,3188,sù,读 suō，不读 sù,核心覆盖,
0868,所,suǒ,suo3,s,uo,3,suo,1164,,读 suǒ,核心覆盖,
0869,杀,shā,sha1,sh,a,1,sha,487,,读 shā,核心覆盖,
0870,啥,shá,sha2,sh,a,2,sha,2290,,读 shá,缺口替代,常用度较低，作组合覆盖用
0871,傻,shǎ,sha3,sh,a,3,sha,2960,,读 shǎ,核心覆盖,
0872,煞（煞费苦心）,shà,sha4,sh,a,4,sha,2982,shā,读 shà，不读 shā,核心覆盖,
0873,筛,shāi,shai1,sh,ai,1,shai,2684,,读 shāi,缺口替代,常用度较低，作组合覆盖用
0874,晒,shài,shai4,sh,ai,4,shai,1887,,读 shài,核心覆盖,
0875,山,shān,shan1,sh,an,1,shan,39,,读 shān,核心覆盖,
0876,闪,shǎn,shan3,sh,an,3,shan,305,,读 shǎn,核心覆盖,
0877,善,shàn,shan4,sh,an,4,shan,2738,,读 shàn,核心覆盖,
0878,伤,shāng,shang1,sh,ang,1,shang,468,,读 shāng,核心覆盖,
0879,赏,shǎng,shang3,sh,ang,3,shang,2609,,读 shǎng,核心覆盖,
0880,上,shàng,shang4,sh,ang,4,shang,36,shǎng,读 shàng，不读 shǎng,核心覆盖,
0881,稍,shāo,shao1,sh,ao,1,shao,2676,shào,读 shāo，不读 shào,核心覆盖,
0882,勺,sháo,shao2,sh,ao,2,shao,49,,读 sháo,核心覆盖,
0883,少,shǎo,shao3,sh,ao,3,shao,110,shào,读 shǎo，不读 shào,核心覆盖,
0884,绍,shào,shao4,sh,ao,4,shao,1348,,读 shào,核心覆盖,
0885,奢,shē,she1,sh,e,1,she,2242,,读 shē,缺口替代,常用度较低，作组合覆盖用
0886,舌,shé,she2,sh,e,2,she,449,,读 shé,核心覆盖,
0887,舍,shě,she3,sh,e,3,she,1165,shè,读 shě，不读 shè,核心覆盖,
0888,设,shè,she4,sh,e,4,she,560,,读 shè,核心覆盖,
0889,谁,shéi,shei2,sh,ei,2,shei,2122,shuí,用户自定,核心覆盖,
0890,身,shēn,shen1,sh,en,1,shen,786,,读 shēn,核心覆盖,
0891,神,shén,shen2,sh,en,2,shen,1711,,读 shén,核心覆盖,
0892,审,shěn,shen3,sh,en,3,shen,1279,,读 shěn,核心覆盖,
0893,肾,shèn,shen4,sh,en,4,shen,1073,,读 shèn,核心覆盖,
0894,生,shēng,sheng1,sh,eng,1,sheng,263,,读 shēng,核心覆盖,
0895,绳,shéng,sheng2,sh,eng,2,sheng,2491,,读 shéng,缺口替代,常用度较低，作组合覆盖用
0896,省,shěng,sheng3,sh,eng,3,sheng,1474,xǐng,读 shěng，不读 xǐng,核心覆盖,
0897,胜,shèng,sheng4,sh,eng,4,sheng,1594,,读 shèng,核心覆盖,
0898,湿,shī,shi1,sh,i,1,shi,2756,,读 shī,核心覆盖,
0899,时,shí,shi2,sh,i,2,shi,717,,读 shí,核心覆盖,
0900,使,shǐ,shi3,sh,i,3,shi,1139,,读 shǐ,核心覆盖,
0901,是,shì,shi4,sh,i,4,shi,1479,,读 shì,核心覆盖,
0902,收,shōu,shou1,sh,ou,1,shou,573,,读 shōu,核心覆盖,
0903,熟,shóu,shou2,sh,ou,2,shou,3278,shú,用户自定,核心覆盖,
0904,手,shǒu,shou3,sh,ou,3,shou,121,,读 shǒu,核心覆盖,
0905,受,shòu,shou4,sh,ou,4,shou,1174,,读 shòu,核心覆盖,
0906,书,shū,shu1,sh,u,1,shu,188,,读 shū,核心覆盖,
0907,署（署名）,shǔ,shu3,sh,u,3,shu,2930,,读 shǔ,核心覆盖,
0908,恕,shù,shu4,sh,u,4,shu,2142,,读 shù,核心覆盖,
0909,刷,shuā,shua1,sh,ua,1,shua,1310,shuà,读 shuā，不读 shuà,核心覆盖,
0910,耍,shuǎ,shua3,sh,ua,3,shua,1457,,读 shuǎ,缺口替代,常用度较低，作组合覆盖用
0911,刷（脸色刷白）,shuà,shua4,sh,ua,4,shua,1310,shuā,读 shuà，不读 shuā,缺口替代,常用度较低，作组合覆盖用
0912,衰,shuāi,shuai1,sh,uai,1,shuai,2019,,读 shuāi,核心覆盖,
0913,甩,shuǎi,shuai3,sh,uai,3,shuai,284,,读 shuǎi,核心覆盖,
0914,率,shuài,shuai4,sh,uai,4,shuai,2395,lǜ,读 shuài，不读 lǜ,核心覆盖,
0915,栓,shuān,shuan1,sh,uan,1,shuan,1843,,读 shuān,核心覆盖,
0916,涮,shuàn,shuan4,sh,uan,4,shuan,2433,,读 shuàn,缺口替代,易误读：读 shuàn，不读 shuā；常用度较低，作组合覆盖用
0917,霜,shuāng,shuang1,sh,uang,1,shuang,3399,,读 shuāng,核心覆盖,
0918,爽,shuǎng,shuang3,sh,uang,3,shuang,2244,,读 shuǎng,缺口替代,常用度较低，作组合覆盖用
0919,水,shuǐ,shui3,sh,uei,3,shui,117,,读 shuǐ,核心覆盖,
0920,睡,shuì,shui4,sh,uei,4,shui,2900,,读 shuì,核心覆盖,
0921,吮,shǔn,shun3,sh,uen,3,shun,752,,读 shǔn,缺口替代,易误读：读 shǔn，不读 yǔn；常用度较低，作组合覆盖用
0922,瞬,shùn,shun4,sh,uen,4,shun,3403,,读 shùn,核心覆盖,
0923,说（说话）,shuō,shuo1,sh,uo,1,shuo,1717,shuì,读 shuō，不读 shuì,核心覆盖,
0924,硕,shuò,shuo4,sh,uo,4,shuo,2241,,读 shuò,核心覆盖,
0925,他,tā,ta1,t,a,1,ta,277,,读 tā,核心覆盖,
0926,塔,tǎ,ta3,t,a,3,ta,2510,,读 tǎ,核心覆盖,
0927,踏（踏板）,tà,ta4,t,a,4,ta,3408,,读 tà,缺口替代,常用度较低，作组合覆盖用
0928,胎,tāi,tai1,t,ai,1,tai,342,,读 tāi,核心覆盖,
0929,抬,tái,tai2,t,ai,2,tai,993,,读 tái,核心覆盖,
0930,太,tài,tai4,t,ai,4,tai,93,,读 tài,核心覆盖,
0931,贪,tān,tan1,t,an,1,tan,1176,,读 tān,核心覆盖,
0932,谈,tán,tan2,t,an,2,tan,2127,,读 tán,核心覆盖,
0933,坦,tǎn,tan3,t,an,3,tan,962,,读 tǎn,核心覆盖,
0934,探,tàn,tan4,t,an,4,tan,2188,,读 tàn,核心覆盖,
0935,汤,tāng,tang1,t,ang,1,tang,542,,读 tāng,核心覆盖,
0936,唐,táng,tang2,t,ang,2,tang,2037,,读 táng,核心覆盖,
